,word_form,lemma_id,word_root,citation_form,speaker_age,speaker_gender
63331,šwāy,10,šwy,išw/išwi yišw/yišwi,75,F
63332,hašš,258,hšš,hašš/hašši,75,F
63333,aḳərṭūṯa,1091,ḳrṭ,aḳərṭūṯa,75,F
63334,ḳōyem,15,ḳwm,aḳa(m) yīḳu(m),75,F
63335,hanna,7,hnn,hanna,75,F
63336,ṭaʕell,52,ṭʕn,iṭʕan yiṭʕun,75,F
63337,ḥōle,81,ḥwl,ḥōla,75,F
63338,w,1,w,w,75,F
63339,nōḥeč,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč,75,F
63341,erraʕ,127,Ɂrʕ,erraʕ,75,F
63342,ʕa,4,ʕly,ʕa/ʕal,75,F
63343,payṯa,29,byṯ,payṯa,75,F
63344,rʕō,1171,Ɂrʕ,rʕō,75,F
63345,miščaḥəl,67,ščḥy,iščaḥ yiščaḥ,75,F
63346,muṭrōna,254,mṭrn,muṭrōna,75,F
63347,w,1,w,w,75,F
63349,ḳašīša,137,ḳšš,ḳašīša,75,F
63350,ṣanpīʕin,3280,ṣnpʕ,ṣanpaʕ yṣanpaʕ,75,F
63352,ffōyəl,324,ffy,ffō,75,F
63353,mō,23,mɁ,mō,75,F
63355,anna,7,hnn,hanna,75,F
63356,ḏlūḳa,467,ḏlḳ,ḏlūḳa,75,F
63357,zōʕeḳ,161,zʕḳ,izʕaḳ yizʕuḳ,75,F
63358,aʕla,166,ʕly,aʕla,75,F
63359,wrēš,527,wr,wrēš,75,F
63360,yā,28,y(Ɂ),ya/yā,75,F
63361,šunīṯa,178,šny,šunīṯa,75,F
63362,ayṯāy,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63363,ḳīsa,285,ḳys,ḳīsa,75,F
63364,wrēš,527,wr,wrēš,75,F
63365,ōṯ,27,Ɂyṯ,ōṯ(i),75,F
63366,šiḏanō,480,šyḏ,šēḏa,75,F
63367,hōxa,51,hwx,hōxa,75,F
63368,ḳōyem,15,ḳwm,aḳa(m) yīḳu(m),75,F
63369,mappyōle,44,Ɂpy,app(i) yapp(i),75,F
63370,ḳīsa,285,ḳys,ḳīsa,75,F
63371,šōmṭin,359,šmṭ,išmaṭ yišmuṭ,75,F
63372,muṭrōna,254,mṭrn,muṭrōna,75,F
63373,w,1,w,w,75,F
63374,ḳašīša,137,ḳšš,ḳašīša,75,F
63375,zlillun,8,Ɂzl,zalle yzelle,75,F
63376,mičbaḳḳi,283,bḳy,čbaḳḳ yičbaḳḳ,75,F
63377,ḳandalafət,647,ḳndlft,ḳandalafət,75,F
63378,ōb,83,b,ōb/ōbi,75,F
63379,roḥəṯ,261,rḥl,roḥəl,75,F
63380,ṯarʕa,114,ṯrʕ,ṯarʕa,75,F
63381,ʕayni,227,ʕyn,ʕayna,75,F
63382,ščiḥil,67,ščḥy,iščaḥ yiščaḥ,75,F
63383,ḳandalafət,647,ḳndlft,ḳandalafət,75,F
63384,roḥəṯ,261,rḥl,roḥəl,75,F
63385,ṯarʕa,114,ṯrʕ,ṯarʕa,75,F
63386,inḥeč,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč,75,F
63388,ḳandalafət,647,ḳndlft,ḳandalafət,75,F
63389,ḳṭōla,2106,ḳṭl,ḳṭōla,75,F
63390,hōxa,51,hwx,hōxa,75,F
63391,mayṭeblax,271,yṭb,ayṭeb yayṭeb,75,F
63392,hōxa,51,hwx,hōxa,75,F
63393,manfaʕlax,734,nfʕ,anfaʕ yanfaʕ,75,F
63394,hōxa,51,hwx,hōxa,75,F
63395,mayṭeblax,271,yṭb,ayṭeb yayṭeb,75,F
63396,hōxa,51,hwx,hōxa,75,F
63397,manfaʕlax,734,nfʕ,anfaʕ yanfaʕ,75,F
63398,ahərne,2774,hry,ahər/ahri yahər/yahri,75,F
63399,baʕdēn,62,bʕd,baʕdēn,75,F
63400,ōṯ,27,Ɂyṯ,ōṯ(i),75,F
63401,mužbalīṯəṭ,2410,žbl,mužbalīṯa,75,F
63402,ṭīna,1032,ṭyn,ṭīna,75,F
63403,ḳommiṯ,116,ḳmm,ḳomm-,75,F
63404,ṯarʕa,114,ṯrʕ,ṯarʕa,75,F
63405,imẓaṭ,2160,mẓṭ,imẓaṭ yimẓuṭ,75,F
63406,menne,69,m,m/mn,75,F
63407,ṯōle,11,Ɂṯy,ṯōle yṯēle,75,F
63408,ʕammōneṭ,504,nṭṭ,ōneṭ yōneṭ,75,F
63409,ōneṭ,504,nṭṭ,ōneṭ yōneṭ,75,F
63411,misti,410,mst(ḏ),misti,75,F
63412,mužbalīṯəṭ,2410,žbl,mužbalīṯa,75,F
63413,ṭīna,1032,ṭyn,ṭīna,75,F
63414,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,75,F
63416,ḥōləṣ,81,ḥwl,ḥōla,75,F
63417,ṣuxōma,3325,ṣxm,ṣuxōma,75,F
63418,w,1,w,w,75,F
63419,afal,2669,fll,afal yifful,75,F
63420,w,1,w,w,75,F
63421,zalle,8,Ɂzl,zalle yzelle,75,F
63422,zalle,8,Ɂzl,zalle yzelle,75,F
63423,hanna,7,hnn,hanna,75,F
63424,isleḳ,58,slḳ,isleḳ yislaḳ,75,F
63425,ʕ,4,ʕly,ʕa/ʕal,75,F
63426,payṯa,29,byṯ,payṯa,75,F
63427,amella,3,Ɂmr,amar yīmar,75,F
63429,nxarrḥell,592,xrḥ,xarraḥ yxarraḥ,75,F
63430,abūhun,50,Ɂbw,ōbu,75,F
63431,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ,75,F
63432,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ,75,F
63433,xammīnin,509,xmn,xammen yxammen,75,F
63434,ommṯa,80,Ɂmm,ommṯa,75,F
63435,ṭōšra,3433,ṭšr,ṭōšar,75,F
63436,lēlon,120,l,l-,75,F
63437,emḥar,487,Ɂmḥr,emḥar,75,F
63438,mō,23,mɁ,mō,75,F
63439,ayyīṯliš,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63440,muṭrōna,254,mṭrn,muṭrōna,75,F
63441,amrōle,3,Ɂmr,amar yīmar,75,F
63442,ayyīṯəl,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63443,batəlṯa,511,btl,batəlṯa,75,F
63444,kappūta,1410,kpt,kappūta,75,F
63445,nišwenne,10,šwy,išw/išwi yišw/yišwi,75,F
63446,mō,23,mɁ,mō,75,F
63447,šaḳəfṯa,287,šḳf,šaḳəfṯa,75,F
63448,nišwenna,10,šwy,išw/išwi yišw/yišwi,75,F
63449,kappūta,1410,kpt,kappūta,75,F
63450,w,1,w,w,75,F
63451,ḳašīša,137,ḳšš,ḳašīša,75,F
63452,ayyīṯəl,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63453,šaḳəfṯa,287,šḳf,šaḳəfṯa,75,F
63454,nišwenna,10,šwy,išw/išwi yišw/yišwi,75,F
63455,ṯannūrča,1027,ṯnr,ṯannūrča,75,F
63456,w,1,w,w,75,F
63457,hōṯe,185,hwṯ,hōṯe,75,F
63458,ayyeṯ,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63459,ḳalles,66,ḳls,ḳalles,75,F
63460,mšakkale,24,[NA],[loanword],75,F
63461,ḳalles,66,ḳls,ḳalles,75,F
63462,fustoḳ,24,[NA],[loanword],75,F
63463,ʕabīd,24,[NA],[loanword],75,F
63464,ḳass,612,ḳls,ḳass,75,F
63465,mlabbas,911,lbs,mlabbas,75,F
63466,ḳass,612,ḳls,ḳass,75,F
63467,ḳuḓōme,2070,ḳḓm,ḳuḓōme,75,F
63468,bizrō,767,bzr,bezra,75,F
63469,amella,3,Ɂmr,amar yīmar,75,F
63470,ayṯāy,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63471,hanna,7,hnn,hanna,75,F
63472,hann,33,hnn,hann(un),75,F
63473,ayṯāy,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63474,ṣaḥna,440,ṣḥn,ṣaḥna,75,F
63475,w,1,w,w,75,F
63476,išway,10,šwy,išw/išwi yišw/yišwi,75,F
63478,ann,33,hnn,hann(un),75,F
63479,bizrō,767,bzr,bezra,75,F
63480,hōxa,51,hwx,hōxa,75,F
63481,ḳummaynaḥ,116,ḳmm,ḳomm-,75,F
63482,nīxul,61,Ɂxl,axal yīxul,75,F
63483,anaḥ,118,Ɂnḥ,anaḥ,75,F
63484,w,1,w,w,75,F
63485,hann,33,hnn,hann(un),75,F
63486,ṭiflō,134,ṭfl,ṭefla,75,F
63487,ōxlin,61,Ɂxl,axal yīxul,75,F
63488,w,1,w,w,75,F
63489,ḓōḥkin,405,ḓḥk,iḓḥek yiḓḥuk,75,F
63490,ōxlin,61,Ɂxl,axal yīxul,75,F
63491,w,1,w,w,75,F
63492,ḓōḥkin,405,ḓḥk,iḓḥek yiḓḥuk,75,F
63493,amella,3,Ɂmr,amar yīmar,75,F
63494,čizlōš,8,Ɂzl,zalle yzelle,75,F
63495,emḥar,487,Ɂmḥr,emḥar,75,F
63496,laʕ,117,lʕ,laʕ,75,F
63497,xayyōṭča,2400,xyṭ,xayyōṭča,75,F
63498,čimḥayyṭōl,842,ḥyṭ,ḥayyeṭ yḥayyeṭ,75,F
63499,kappūta,1410,kpt,kappūta,75,F
63500,w,1,w,w,75,F
63501,čimḥayyṭōl,842,ḥyṭ,ḥayyeṭ yḥayyeṭ,75,F
63503,ṯannūrča,1027,ṯnr,ṯannūrča,75,F
63504,w,1,w,w,75,F
63505,čizlōš,8,Ɂzl,zalle yzelle,75,F
63506,ʕa,4,ʕly,ʕa/ʕal,75,F
63507,ṣlōṯa,152,ṣly,ṣlōṯa,75,F
63508,amella,3,Ɂmr,amar yīmar,75,F
63509,ē,38,Ɂy,ē,75,F
63510,ṯōle,11,Ɂṯy,ṯōle yṯēle,75,F
63511,ʕēḏa,97,ʕyḏ,ʕēḏa,75,F
63512,čizlōš,8,Ɂzl,zalle yzelle,75,F
63513,ʕa,4,ʕly,ʕa/ʕal,75,F
63514,ṣlōṯa,152,ṣly,ṣlōṯa,75,F
63515,zlalla,8,Ɂzl,zalle yzelle,75,F
63516,laʕ,117,lʕ,laʕ,75,F
63517,xayyōṭča,2400,xyṭ,xayyōṭča,75,F
63518,amrōla,3,Ɂmr,amar yīmar,75,F
63519,ōṯ,27,Ɂyṯ,ōṯ(i),75,F
63520,šaḳəfṯa,287,šḳf,šaḳəfṯa,75,F
63521,ṯarč,144,ṯr,ṯarč/ṯarči,75,F
63522,šaḳfan,287,šḳf,šaḳəfṯa,75,F
63523,čimḥayyiṭlōḥ,842,ḥyṭ,ḥayyeṭ yḥayyeṭ,75,F
63524,amrōle,3,Ɂmr,amar yīmar,75,F
63525,ʕaža,306,ʕž,ʕaža,75,F
63526,lā,16,lɁ,la/lā,75,F
63527,amrōla,3,Ɂmr,amar yīmar,75,F
63528,ʕaža,306,ʕž,ʕaža,75,F
63529,lā,16,lɁ,la/lā,75,F
63530,ayṯannēn,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63531,nimḥayyiṭlōš,842,ḥyṭ,ḥayyeṭ yḥayyeṭ,75,F
63532,ḳōmaṯ,15,ḳwm,aḳa(m) yīḳu(m),75,F
63533,hōḏi,14,hw(ḏ),hōḏ(i),75,F
63534,ayṯillalla,19,Ɂṯy,ayṯ(i) yayṯ(i),75,F
63535,ḥayyiṭlalla,842,ḥyṭ,ḥayyeṭ yḥayyeṭ,75,F
63536,ṯōle,11,Ɂṯy,ṯōle yṯēle,75,F
63537,ʕēḏa,97,ʕyḏ,ʕēḏa,75,F
63538,xassaččl,174,xss,xass/xassi yxass/yxassi,75,F
63539,ann,33,hnn,hann(un),75,F
63540,waʕyōṯa,243,wʕy,wʕō,75,F
63541,w,1,w,w,75,F
63542,zlalla,8,Ɂzl,zalle yzelle,75,F
63543,ʕa,4,ʕly,ʕa/ʕal,75,F
63544,ṣlōṯa,152,ṣly,ṣlōṯa,75,F
63545,ʕamṣallya,142,ṣly,ṣall/ṣalli yṣall/yṣalli,75,F
63546,w,1,w,w,75,F
63547,hōk,14,hw(ḏ),hōḏ(i),75,F
63548,klēsya,146,klsy,klēsya,75,F
63549,malya,651,mly,iməl,75,F
63550,naffeḳ,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ,75,F
63551,ḳašīša,137,ḳšš,ḳašīša,75,F
63552,w,1,w,w,75,F
63553,muṭrōna,254,mṭrn,muṭrōna,75,F
63555,xenša,752,xnš,xenša,75,F
63556,tayyīrin,193,twr,intar yintar,75,F
63557,ḥimna,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,75,F
63558,muṭrōna,254,mṭrn,muṭrōna,75,F
63559,amella,3,Ɂmr,amar yīmar,75,F
63560,yibrīxa,1939,brx,ibrex,75,F
63561,yā,28,y(Ɂ),ya/yā,75,F
63562,yā,28,y(Ɂ),ya/yā,75,F
63564,yibrīxa,1939,brx,ibrex,75,F
63565,kappūta,1410,kpt,kappūta,75,F
63566,w,1,w,w,75,F
63567,mō,23,mɁ,mō,75,F
63568,ušme,93,Ɂšm/šmy,ešma/ušma,75,F
63569,w,1,w,w,75,F
63570,hōb,14,hw(ḏ),hōḏ(i),75,F
63571,batəlṯil,511,btl,batəlṯa,75,F
63572,ti,9,t,ti,75,F
63573,nayṯillīš,96,[NA],[sic],75,F
63574,ana,18,ɁnɁ,ana,75,F
63575,yā,28,y(Ɂ),ya/yā,75,F
63576,hana,47,[NA],[proper noun],75,F
63577,aḥref,542,ḥrf,aḥref,75,F
63578,ḳašīša,137,ḳšš,ḳašīša,75,F
63579,amelle,3,Ɂmr,amar yīmar,75,F
63581,mōli,340,mwl,mōla,75,F
63582,w,1,w,w,75,F
63583,mōlax,340,mwl,mōla,75,F
63584,ana,18,ɁnɁ,ana,75,F
63585,aḥref,542,ḥrf,aḥref,75,F
63586,ḳandalafət,647,ḳndlft,ḳandalafət,75,F
63587,amelle,3,Ɂmr,amar yīmar,75,F
63588,lā,16,lɁ,la/lā,75,F
63589,barəš,184,br,barnaš/barš,75,F
63590,axəl,61,Ɂxl,axal yīxul,75,F
63591,ḳaṭəlṯa,1686,ḳṭl,ḳaṭəlṯa,75,F
63592,ġēr,95,ġyr,ġayr/ġēr,75,F
63593,ana,18,ɁnɁ,ana,75,F
63594,w,1,w,w,75,F
63595,hōḏ,14,hw(ḏ),hōḏ(i),75,F
63596,awwalča,195,Ɂwl,awwalča,75,F
63597,w,1,w,w,75,F
63598,hōḏ,14,hw(ḏ),hōḏ(i),75,F
63599,axerča,304,Ɂxr,axerča,75,F
63600,ōṯ,27,Ɂyṯ,ōṯ(i),25,M
63601,ḳašīša,137,ḳšš,ḳašīša,25,M
63602,nōṣaḥ,3102,nṣḥ,nōṣaḥ,25,M
63603,xann,25,xnn,xann/xanni,25,M
63604,šammen,1783,šmn,šammen,25,M
63605,ḳalles,66,ḳls,ḳalles,25,M
63606,ōz,8,Ɂzl,zalle yzelle,25,M
63607,yḥalilell,2023,ḥll,ḥallel yḥallel,25,M
63608,bōl,445,bwl,bōla,25,M
63609,hū,35,hw,hū,25,M
63610,w,1,w,w,25,M
63611,ōz,8,Ɂzl,zalle yzelle,25,M
63612,ʕa,4,ʕly,ʕa/ʕal,25,M
63613,maxəbra,1845,xbr,maxəbra,25,M
63614,ḥamyōle,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,25,M
63615,eḥḏa,132,Ɂḥḏ,eḥḏa,25,M
63616,šunīṯa,178,šny,šunīṯa,25,M
63617,maʕzmōle,246,ʕzm,aʕzem yaʕzem,25,M
63618,čfaḓḓāl,446,fḓl,čfaḓḓal yičfaḓḓal,25,M
63619,yā,28,y(Ɂ),ya/yā,25,M
63620,ḳašīša,137,ḳšš,ḳašīša,25,M
63621,našḳennax,223,šḳy,ašəḳ yašəḳ,25,M
63622,ḳahwe,177,ḳhw,ḳahwe,25,M
63623,čfaḓḓāl,446,fḓl,čfaḓḓal yičfaḓḓal,25,M
63624,ē,38,Ɂy,ē,25,M
63625,atar,65,twr,atar,25,M
63626,šawwīl,10,šwy,išw/išwi yišw/yišwi,25,M
63627,bōl,445,bwl,bōla,25,M
63629,ḳanīnča,253,ḳnn,ḳannīnča,25,M
63630,hū,35,hw,hū,25,M
63631,w,1,w,w,25,M
63632,ʕapper,111,ʕbr,iʕber yiʕbar,25,M
63633,mišwēle,10,šwy,išw/išwi yišw/yišwi,25,M
63634,roḥəṯ,261,rḥl,roḥəl,25,M
63635,ṯarʕa,114,ṯrʕ,ṯarʕa,25,M
63636,atar,65,twr,atar,25,M
63637,mōrčil,785,mr,mōrča,25,M
63638,payṯa,29,byṯ,payṯa,25,M
63639,ʕamšōṭfa,3306,šṭf,išṭaf yišṭuf,25,M
63640,ḳōyma,15,ḳwm,aḳa(m) yīḳu(m),25,M
63641,talḳōl,803,tlḳ,itlaḳ yitluḳ,25,M
63642,ḳanīnča,253,ḳnn,ḳannīnča,25,M
63643,mō,23,mɁ,mō,25,M
63644,mišwa,10,šwy,išw/išwi yišw/yišwi,25,M
63645,zlōla,8,Ɂzl,zalle yzelle,25,M
63646,hī,72,hy,hī,25,M
63647,w,1,w,w,25,M
63648,əmʕapplōle,221,ʕby,ʕapp yʕapp,25,M
63649,m,6,mn,m-/mn-,25,M
63650,bōl,445,bwl,bōla,25,M
63652,tīḏa,428,tyḏ,tīḏ-,25,M
63653,ḏukkiz,133,ḏkk,ḏukkil/ḏikkil,25,M
63654,zalle,8,Ɂzl,zalle yzelle,25,M
63655,ʕa,4,ʕly,ʕa/ʕal,25,M
63656,maxəbra,1845,xbr,maxəbra,25,M
63657,w,1,w,w,25,M
63658,ḥalilunne,2023,ḥll,ḥallel yḥallel,25,M
63659,mamrille,3,Ɂmr,amar yīmar,25,M
63660,ḥkimō,448,ḥkm,ḥkīma,25,M
63661,čiṭʕen,52,ṭʕn,iṭʕan yiṭʕun,25,M
63662,hačč,79,hčč,hačč/hačči,25,M
63663,yā,28,y(Ɂ),ya/yā,25,M
63664,ḳašīša,137,ḳšš,ḳašīša,25,M
63665,lōmar,245,Ɂmr,lōmar,25,M
63666,ysatteḳ,1022,stḳ,satteḳ ysatteḳ,25,M
63667,šaḳle,43,škl,išḳal yišḳul,25,M
63669,iṯər,113,ṯr,iṯər/iṯri,25,M
63670,ṯlōṯa,78,ṯlṯ,eṯlaṯ,25,M
63671,maxəbri,1845,xbr,maxəbra,25,M
63672,mamrille,3,Ɂmr,amar yīmar,25,M
63673,čiṭʕen,52,ṭʕn,iṭʕan yiṭʕun,25,M
63674,w,1,w,w,25,M
63676,yarḥa,205,rḥl,yarḥa,25,M
63677,či,251,č,či,25,M
63678,ṯlōṯa,78,ṯlṯ,eṯlaṯ,25,M
63679,azʕel,636,zʕl,azʕel yazʕel,25,M
63680,hanna,7,hnn,hanna,25,M
63681,ḳašīša,137,ḳšš,ḳašīša,25,M
63682,w,1,w,w,25,M
63683,zalle,8,Ɂzl,zalle yzelle,25,M
63684,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,25,M
63685,ḳaʕēle,22,ḳʕy,ḳʕōle yiḳʕēle,25,M
63687,ḏayra,299,ḏyr,ḏayra,25,M
63688,bōṯar,55,bṯr,bōṯar,25,M
63689,ṭešʕa,361,ṭšʕ,eṭšaʕ,25,M
63690,yarəḥ,205,rḥl,yarḥa,25,M
63691,lukkil,650,lkl,lukkil,25,M
63692,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,25,M
63693,waḳčil,100,wḳč,waḳča,25,M
63694,ṭešʕa,361,ṭšʕ,eṭšaʕ,25,M
63695,yarəḥ,205,rḥl,yarḥa,25,M
63696,zelle,8,Ɂzl,zalle yzelle,25,M
63697,ʕ,4,ʕly,ʕa/ʕal,25,M
63698,barriyya,335,brr,barriyya,25,M
63699,mičʕallaḳ,2466,ʕlḳ,čʕallaḳ yičʕallaḳ,25,M
63701,sažərṯa,456,sžr,sažərṯa,25,M
63702,w,1,w,w,25,M
63703,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan,25,M
63704,hazezəl,985,hzz,ahaz/ihhaz yihhuz,25,M
63705,baʕḓe,98,bʕḓ,baʕḓ-,25,M
63706,mēzya,1568,Ɂzl,mēzya,25,M
63707,w,1,w,w,25,M
63708,mēṯya,1903,Ɂṯy,mēṯya,25,M
63709,mēzya,1568,Ɂzl,mēzya,25,M
63710,w,1,w,w,25,M
63711,mēṯya,1903,Ɂṯy,mēṯya,25,M
63712,atar,65,twr,atar,25,M
63713,elʕel,208,Ɂlʕl,elʕel,25,M
63714,menne,69,m,m/mn,25,M
63715,ōṯ,27,Ɂyṯ,ōṯ(i),25,M
63716,ʕoššil,2492,ʕšš,ʕošša,25,M
63717,ʕaḳunō,759,ʕḳ,ʕaḳōna,25,M
63718,ʕemmil,37,ʕmm,ʕemm-,25,M
63719,ʕamhazezəs,985,hzz,ahaz/ihhaz yihhuz,25,M
63720,sažərṯa,456,sžr,sažərṯa,25,M
63721,ḳōyem,15,ḳwm,aḳa(m) yīḳu(m),25,M
63722,sōḳeṭ,276,sḳṭ,isḳaṭ yisḳaṭ,25,M
63723,ʕaḳōna,759,ʕḳ,ʕaḳōna,25,M
63724,erraʕ,127,Ɂrʕ,erraʕ,25,M
63725,menne,69,m,m/mn,25,M
63726,mʕayn,145,ʕyny,ʕayn(i) yʕayn(i),25,M
63727,xann,25,xnn,xann/xanni,25,M
63729,erraʕ,127,Ɂrʕ,erraʕ,25,M
63730,ḥamēle,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,25,M
63731,ʕaḳōna,759,ʕḳ,ʕaḳōna,25,M
63732,amelle,3,Ɂmr,amar yīmar,25,M
63733,xett,45,xtt,xett/xetti,25,M
63734,čōṯ,11,Ɂṯy,ṯōle yṯēle,25,M
63735,ḳašīša,137,ḳšš,ḳašīša,25,M
63736,ġelta,1072,ġlt,ġelta,25,M
63737,w,1,w,w,25,M
63738,ġirmō,607,ġrm,ġerma,25,M
63739,law,681,lw,law,25,M
63740,ṯiḳniṯ,17,ṯḳn,iṯḳen yiṯḳan,25,M
63741,w,1,w,w,25,M
63743,ʕaynōy,227,ʕyn,ʕayna,25,M
63744,lorkaʕ,213,rkʕ,lorkaʕ,25,M
63745,iḥmiṯ,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ,25,M
63747,ōḥ,14,hw(ḏ),hōḏ(i),25,M
63748,ḥayōṯa,518,ḥyy,ḥayōṯa,25,M
63749,lā,16,lɁ,la/lā,25,M
63750,šaʕʕliṯ,140,šʕl,šaʕʕel yšaʕʕel,25,M
63751,ʕayyḏiččil,876,ʕyḏ,ʕayyeḏ yʕayyeḏ,25,M
63752,ʕēḏlə,97,ʕyḏ,ʕēḏa,25,M
63753,ṣlība,197,ṣlb,ṣlība,25,M
63754,uxmil,528,xll,uxmil,25,M
63755,īle,76,Ɂyṯ,īle/ūle,25,M
63756,ʕomra,171,ʕmr,ʕomra,25,M
63757,mwall,3469,wly,wall ywall,25,M
63758,affa,131,Ɂfy,aff/affi yaff/yaffi,25,M
63759,ṣlībaḥ,197,ṣlb,ṣlība,25,M
63760,ʕa,4,ʕly,ʕa/ʕal,25,M
63761,šenna,230,šnn,šenna,25,M
63762,yʕall,1881,ʕly,ʕall yʕall,25,M
63763,awʕax,861,wʕy,awəʕ yawəʕ,25,M
63764,ṯṯēx,11,Ɂṯy,ṯōle yṯēle,25,M
63766,ōxa,51,hwx,hōxa,25,M
63767,w,1,w,w,25,M
63768,čmall,3,Ɂmr,amar yīmar,25,M
63769,ʕamzaʕḳillax,161,zʕḳ,izʕaḳ yizʕuḳ,25,M
63770,šayyība,632,šyb,šayyība,25,M
63771,sažərṯa,456,sžr,sažərṯa,25,M
63772,mamrōl,3,Ɂmr,amar yīmar,25,M
63773,ḥōṯa,376,ḥ,ḥōṯa,25,M
63774,imōḏ,272,ywm,imōḏ,25,M
63775,ġapp,30,ġpp,ġapp-,25,M
63776,əḥḏawōṯa,1382,ḥḏy,ḥḏawṯa,25,M
63777,minni,6,mn,m-/mn-,25,M
63778,aspull,155,Ɂsb/Ɂsp,asab yīsub,25,M
63779,ḳurmyōṯa,2885,ḳrm,ḳurmyōṯa,25,M
63780,w,1,w,w,25,M
63781,hašši,258,hšš,hašš/hašši,25,M
63782,ḥačča,833,ḥčč,ḥačč(i),25,M
63783,činṣība,2180,nṣb,inṣeb,25,M
63784,ʕa,4,ʕly,ʕa/ʕal,25,M
63785,rayšiš,70,ryš,rayša,25,M
63786,šenna,230,šnn,šenna,25,M
63787,silḳinnaḥ,58,slḳ,isleḳ yislaḳ,25,M
63788,w,1,w,w,25,M
63790,xull,39,xll,xull,25,M
63791,ḥessa,420,ḥss,ḥessa,25,M
63792,zaʕḳinnaḥ,161,zʕḳ,izʕaḳ yizʕuḳ,25,M
63793,ḥatta,611,ḥtt,ḥatta,25,M
63794,ommṯa,80,Ɂmm,ommṯa,25,M
63795,čšumʕennaḥ,182,šmʕ,išmeʕ yišmaʕ,25,M
63796,rafəʕlaḥəllə,412,rfʕ,irfaʕ yirfuʕ,25,M
63797,ṣlība,197,ṣlb,ṣlība,25,M
63798,ʕa,4,ʕly,ʕa/ʕal,25,M
63799,šenna,230,šnn,šenna,25,M
63800,šaʕʕlinnaḥ,140,šʕl,šaʕʕel yšaʕʕel,25,M
63801,nūra,256,nwr,nūra,25,M
63802,w,1,w,w,25,M
63803,əṣlība,197,ṣlb,ṣlība,25,M
63804,waḳḳef,458,wḳf,waḳḳef ywaḳḳef,25,M
63805,ḳūra,219,ḳwr,ḳūr-,25,M
63806,ṯallxon,11,Ɂṯy,ṯōle yṯēle,25,M
63807,farrġōn,492,frġ,farraġ yfarraġ,25,M
63808,ʕ,4,ʕly,ʕa/ʕal,25,M
63809,ḳōrma,475,ḳrm,ḳōrma,25,M
63810,ex,74,Ɂx,ex/ux,25,M
63811,ʕamtarkal,1144,trkl,tarkal ytarkal,25,M
63812,ʕ,4,ʕly,ʕa/ʕal,25,M
63813,ʕarḳūba,257,ʕrḳb,ʕarḳūba,25,M
63815,mawṯa,913,myṯ,mawṯa,25,M
63816,lā,16,lɁ,la/lā,25,M
63817,ḥašpille,610,ḥšb/p,iḥšab yiḥšub,25,M
63818,ḥišpōna,899,ḥšb/p,ḥišpōna,25,M
63819,w,1,w,w,25,M
63820,lā,16,lɁ,la/lā,25,M
63821,aḥḥčičče,229,nḥč,aḥḥeč yaḥḥeč,25,M
63823,ḳappōna,2089,ḳpn,ḳappōna,25,M
63824,psōna,289,bsn/psn,psōna,25,M
63825,mennaḥ,69,m,m/mn,25,M
63826,ġabrōna,90,ġbr,ġabrōna,25,M
63827,exət,203,Ɂxt,ext/exət/exti,25,M
63828,šappa,82,špp,šappa,25,M
63829,w,1,w,w,25,M
63830,šayyība,632,šyb,šayyība,25,M
63832,anna,7,hnn,hanna,25,M
63833,tarba,106,trb,tarba,25,M
63834,allxinnaḥ,64,Ɂlx,allex yallex,25,M
63835,w,1,w,w,25,M
63836,meʕle,162,mʕ,maʕ/maʕl-/miʕl-,25,M
63837,lorkaʕ,213,rkʕ,lorkaʕ,25,M
63838,ʕawitinnaḥ,237,ʕwt,ʕōwet yʕōwet,25,M
63839,w,1,w,w,25,M
63841,ḥaṣṣiš,115,ḥṣṣ,ḥaṣṣa,25,M
63842,šenna,230,šnn,šenna,25,M
63843,šaʕʕlinnaḥ,140,šʕl,šaʕʕel yšaʕʕel,25,M
63844,w,1,w,w,25,M
63845,ʕ,4,ʕly,ʕa/ʕal,25,M
63846,šenna,230,šnn,šenna,25,M
