,word_form,lemma_id,word_root,citation_form
48081,ʕačnōḥeč,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč
48083,misti,410,mst(ḏ),misti
48084,baḥra,298,bḥr,baḥra
48085,ču,21,čw,čū/ču
48086,mʕayyēx,637,ʕyy,ʕayy(i) yʕayy(i)
48087,ḳorṣit,1413,ḳrṣ,ḳorṣa/ḳorsa
48088,tunya,321,tny,tunya
48089,amelle,3,Ɂmr,amar yīmar
48090,ču,21,čw,čū/ču
48091,mʕayy,637,ʕyy,ʕayy(i) yʕayy(i)
48092,ana,18,ɁnɁ,ana
48093,nōxel,61,Ɂxl,axal yīxul
48094,uxxul,102,xll,uxxul/uxxil
48095,yōma,26,ywm,yōma
48097,yōme,26,ywm,yōma
48098,amelle,3,Ɂmr,amar yīmar
48099,ʕaya,282,ʕy,ʕaya
48100,lā,16,lɁ,la/lā
48101,čɁahhlič,273,Ɂhl,čɁahhal yičɁahhal
48102,bakkar,536,bkr,bakkar ybakkar
48103,amelle,3,Ɂmr,amar yīmar
48104,čɁahhliṯ,273,Ɂhl,čɁahhal yičɁahhal
48105,bakkar,536,bkr,bakkar ybakkar
48106,bess,42,bss,bess/bessi
48107,nifḳaṯ,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ
48108,xalifəč,1848,xlf,xalefča
48109,bisənyōṯa,105,bsn/psn,bisnīṯa
48110,šaḳlunna,43,škl,išḳal yišḳul
48111,ġarība,770,ġrb,ġarība
48112,sḳilliṯ,220,sḳll,isḳel yisḳel
48113,ʕanmiščġel,143,šġl,iščġel yiščġel
48115,ḥetta,32,ḥtt,ḥetta
48116,ṯiḳniṯ,17,ṯḳn,iṯḳen yiṯḳan
48117,nixčur,372,xyr,ixčur
48118,amelle,3,Ɂmr,amar yīmar
48119,ruġrōx,260,rġr,reġra
48120,exət,203,Ɂxt,ext/exət/exti
48121,amelle,3,Ɂmr,amar yīmar
48122,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48123,eṯlaṯ,78,ṯlṯ,eṯlaṯ
48124,ču,21,čw,čū/ču
48125,ʕanmaḳtar,190,ḳtr,aḳtar yaḳtar
48126,nallex,64,Ɂlx,allex yallex
48127,ʕlayy,4,ʕly,ʕa/ʕal
48128,ē,38,Ɂy,ē
48129,amelle,3,Ɂmr,amar yīmar
48130,exət,203,Ɂxt,ext/exət/exti
48131,ġmōʕča,716,ġmʕ,ġmōʕča
48132,amelle,3,Ɂmr,amar yīmar
48133,čfarraḳ,2676,frḳ,čfarraḳ yičfarraḳ
48134,amelle,3,Ɂmr,amar yīmar
48135,exət,203,Ɂxt,ext/exət/exti
48136,ti,9,t,ti
48137,baʕʕīḏin,349,bʕḏ,baʕʕeḏ
48138,amelle,3,Ɂmr,amar yīmar
48139,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48140,ḳarrībin,247,ḳrb,ḳarreb
48141,amelle,3,Ɂmr,amar yīmar
48142,ext,203,Ɂxt,ext/exət/exti
48143,iṯər,113,ṯr,iṯər/iṯri
48144,amelle,3,Ɂmr,amar yīmar
48145,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48146,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48147,amelle,3,Ɂmr,amar yīmar
48148,lā,16,lɁ,la/lā
48149,zzappen,225,zbn,zappen yzappen
48151,irxeṣ,3169,rxṣ,irxeṣ
48152,amelle,3,Ɂmr,amar yīmar
48153,lā,16,lɁ,la/lā
48154,lā,16,lɁ,la/lā
48155,čwaṣṣett,1300,wṣy,waṣṣ ywaṣṣ
48156,ti,9,t,ti
48157,ḥarīṣay,2773,ḥrṣ,ḥarīṣay
48158,amelle,3,Ɂmr,amar yīmar
48159,wzīra,202,wzr,wzīra
48161,malka,56,mlk,malka
48162,amelle,3,Ɂmr,amar yīmar
48163,mō,23,mɁ,mō
48164,aḥkič,86,ḥky,aḥək yaḥək
48165,hačč,79,hčč,hačč/hačči
48166,w,1,w,w
48167,hōz,14,hw(ḏ),hōḏ(i)
48168,zaləmṯa,135,zlm,zaləmṯa
48169,amelle,3,Ɂmr,amar yīmar
48170,mō,23,mɁ,mō
48171,yawḏʕinn,2401,yḏʕ,awḏaʕ yawḏaʕ
48172,amelle,3,Ɂmr,amar yīmar
48173,lōb,153,lwb,lōb
48174,ču,21,čw,čū/ču
48175,čmayṯēl,19,Ɂṯy,ayṯ(i) yayṯ(i)
48176,žwōba,1869,žwb,žwōba
48177,baʕʕīḏa,349,bʕḏ,baʕʕeḏ
48178,mann,12,btt,batt-
48179,nḳuṭəʕlēx,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ
48180,rayšax,70,ryš,rayša
48181,zalle,8,Ɂzl,zalle yzelle
48182,ʕ,4,ʕly,ʕa/ʕal
48183,payṯa,29,byṯ,payṯa
48184,naffeḳ,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ
48185,xolḳe,1525,xlḳ,xolḳa
48186,šwalle,10,šwy,išw/išwi yišw/yišwi
48187,eččṯe,89,Ɂčč,eččṯa
48188,ḳahwe,177,ḳhw,ḳahwe
48190,wzīra,202,wzr,wzīra
48191,lōmar,245,Ɂmr,lōmar
48192,yišəč,141,ščy,išč/išči yišč
48193,amrōle,3,Ɂmr,amar yīmar
48194,ʕaža,306,ʕž,ʕaža
48195,berče,119,br,berča
48196,amella,3,Ɂmr,amar yīmar
48197,xann,25,xnn,xann/xanni
48198,xann,25,xnn,xann/xanni
48199,soləfṯa,370,slf,soləfṯa
48200,w,1,w,w
48201,bōṯar,55,bṯr,bōṯar
48202,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48203,yūm,26,ywm,yōma
48204,malka,56,mlk,malka
48205,batte,12,btt,batt-
48206,yḳuṭəʕlēle,274,ḳṭʕ,iḳṭaʕ yiḳṭuʕ
48207,rayše,70,ryš,rayša
48209,wzīra,202,wzr,wzīra
48210,amrōle,3,Ɂmr,amar yīmar
48211,basiṭōy,1060,bsṭ/bṣṭ,basīṭay baṣīṭay
48212,hanik,645,hnk,hanik
48213,wčōbin,96,[NA],[sic]
48214,ʕa,4,ʕly,ʕa/ʕal
48215,mōn,130,mn,mōn
48216,mirḳičxun,188,mrḳ,imreḳ yimruḳ
48217,amella,3,Ɂmr,amar yīmar
48218,mirḳinnaḥ,188,mrḳ,imreḳ yimruḳ
48219,ʕ,4,ʕly,ʕa/ʕal
48220,sayyōtəs,1499,syt,sayyōta
48221,samkōṯa,358,smk,saməkṯa
48222,amrōle,3,Ɂmr,amar yīmar
48223,zēx,8,Ɂzl,zalle yzelle
48224,leʕle,75,lʕ,leʕl-
48225,mallē,3,Ɂmr,amar yīmar
48226,yaḥəklēx,86,ḥky,aḥək yaḥək
48227,soləfṯa,370,slf,soləfṯa
48228,čifsīra,1620,fsr,čifsīra
48229,zalle,8,Ɂzl,zalle yzelle
48230,zalle,8,Ɂzl,zalle yzelle
48232,ġappe,30,ġpp,ġapp-
48233,išḳal,43,škl,išḳal yišḳul
48234,emʕa,214,Ɂmʕ,emʕa
48235,ḏahəb,94,ḏhb,ḏahba
48236,amelle,3,Ɂmr,amar yīmar
48237,bax,12,btt,batt-
48238,čmall,3,Ɂmr,amar yīmar
48239,mō,23,mɁ,mō
48240,čifsīrun,1620,fsr,čifsīra
48241,amelle,3,Ɂmr,amar yīmar
48242,ču,21,čw,čū/ču
48243,namellax,3,Ɂmr,amar yīmar
48244,amelle,3,Ɂmr,amar yīmar
48245,hann,33,hnn,hann(un)
48246,emʕa,214,Ɂmʕ,emʕa
48247,ḏahəb,94,ḏhb,ḏahba
48248,atar,65,twr,atar
48249,ḏahba,94,ḏhb,ḏahba
48250,ōṯ,27,Ɂyṯ,ōṯ(i)
48251,aʕle,4,ʕly,ʕa/ʕal
48252,ṣūrčil,551,ṣwr,ṣūrča
48253,malka,56,mlk,malka
48254,w,1,w,w
48255,mḓōye,2996,mḓy,mḓō
48256,fassarle,1198,fsr,fassar yfassar
48257,amelle,3,Ɂmr,amar yīmar
48258,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48259,w,1,w,w
48260,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48261,w,1,w,w
48262,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48263,yaʕni,60,ʕny,aʕən yaʕən
48264,ṭešʕa,361,ṭšʕ,eṭšaʕ
48265,yarəḥ,205,rḥl,yarḥa
48266,hannun,33,hnn,hann(un)
48267,ču,21,čw,čū/ču
48268,lā,16,lɁ,la/lā
48269,aġən,1629,ġny,aġən yaġən
48271,ann,33,hnn,hann(un)
48272,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48273,yarəḥ,205,rḥl,yarḥa
48274,ti,9,t,ti
48275,šičwōyṯa,378,ščw,šičwōyṯa
48276,sḳilliṯ,220,sḳll,isḳel yisḳel
48277,ʕanmiščġel,143,šġl,iščġel yiščġel
48279,xanunō,529,xnn,xanunō
48280,w,1,w,w
48281,xanunō,529,xnn,xanunō
48282,w,1,w,w
48283,ašbaṭ,1762,šbṭ,ašbaṭ
48284,hanna,7,hnn,hanna
48285,awwal,136,Ɂwl,awwal
48286,mett,20,mtt,mett
48287,w,1,w,w
48288,baʕdēn,62,bʕd,baʕdēn
48289,amelle,3,Ɂmr,amar yīmar
48290,šaʕʕel,140,šʕl,šaʕʕel yšaʕʕel
48291,maʕ,88,mʕ,maʕ
48292,ruġrōy,260,rġr,reġra
48293,amrille,3,Ɂmr,amar yīmar
48294,ču,21,čw,čū/ču
48295,ʕanmaḳtar,190,ḳtr,aḳtar yaḳtar
48296,nallex,64,Ɂlx,allex yallex
48297,ʕlayy,4,ʕly,ʕa/ʕal
48298,ʕanmallex,64,Ɂlx,allex yallex
48299,ʕa,4,ʕly,ʕa/ʕal
48300,ʕukkōzča,3674,ʕkz,ʕukkōzča
48301,šaʕʕel,140,šʕl,šaʕʕel yšaʕʕel
48302,maʕ,88,mʕ,maʕ
48303,ʕaynōy,227,ʕyn,ʕayna
48304,amrille,3,Ɂmr,amar yīmar
48305,xett,45,xtt,xett/xetti
48306,ču,21,čw,čū/ču
48307,ʕanḥōm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
48309,boʕḏa,1062,bʕḏ,boʕḏa
48310,baḥar,59,bḥr,baḥar
48311,w,1,w,w
48312,šaʕʕel,140,šʕl,šaʕʕel yšaʕʕel
48313,maʕ,88,mʕ,maʕ
48314,šinnōy,230,šnn,šenna
48315,amrille,3,Ɂmr,amar yīmar
48316,šinnōy,230,šnn,šenna
48317,xette,45,xtt,xett/xetti
48318,filkayy,164,flk,felka
48319,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48320,harhīran,2036,hrhr,harhar/harher yharhar/yharher
48321,uxxl,102,xll,uxxul/uxxil
48322,eḥḏa,132,Ɂḥḏ,eḥḏa
48323,balḥōḏa,385,blḥḏ,balḥōḏ
48324,amelle,3,Ɂmr,amar yīmar
48325,ʕaya,282,ʕy,ʕaya
48326,lā,16,lɁ,la/lā
48327,čɁahhlič,273,Ɂhl,čɁahhal yičɁahhal
48328,bakkar,536,bkr,bakkar ybakkar
48329,amrille,3,Ɂmr,amar yīmar
48330,čɁahhliṯ,273,Ɂhl,čɁahhal yičɁahhal
48331,bakkar,536,bkr,bakkar ybakkar
48332,bess,42,bss,bess/bessi
48333,nifḳaṯ,40,nfḳ,infeḳ/iffeḳ yiffuḳ/yinfuḳ
48334,xalifəč,1848,xlf,xalefča
48335,bisənyōṯa,105,bsn/psn,bisnīṯa
48336,mxaramča,811,xrm,mxaramča
48338,xann,25,xnn,xann/xanni
48339,sḳilliṯ,220,sḳll,isḳel yisḳel
48340,ʕanmiščġel,143,šġl,iščġel yiščġel
48341,yalla,224,yll,yalla
48342,ḥassel,109,ḥsl,ḥassel yḥassel
48343,ōṯ,27,Ɂyṯ,ōṯ(i)
48344,aḥḥaḏ,34,Ɂḥḏ,aḥḥaḏ
48346,zamōne,198,zmn,zamōna
48347,xallef,382,xlf,xallef yxallef
48348,ṯlōṯa,78,ṯlṯ,eṯlaṯ
48349,ibər,41,br,ebra
48350,čwaffaṯ,1296,wfy,čwaff yičwaff
48351,eččṯe,89,Ɂčč,eččṯa
48352,w,1,w,w
48353,hann,33,hnn,hann(un)
48354,bnō,41,br,ebra
48355,čɁahhal,273,Ɂhl,čɁahhal yičɁahhal
48356,w,1,w,w
48357,ṭaššrunne,210,ṭšr,ṭaššar yṭaššar
48358,balḥōḏe,385,blḥḏ,balḥōḏ
48359,īle,76,Ɂyṯ,īle/ūle
48360,šbōba,357,šbb,šbōba
48361,izək,1536,zkw/zky,izək
48362,amelle,3,Ɂmr,amar yīmar
48363,ex,74,Ɂx,ex/ux
48364,ḥalōyṯax,608,ḥlw,ḥalōyṯa
48365,amelle,3,Ɂmr,amar yīmar
48366,exmič,303,Ɂx,exmiḏ/exmil/uxmiḏ/uxmil
48367,čḥamm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
48368,lorkaʕ,213,rkʕ,lorkaʕ
48369,barnaš,184,br,barnaš/barš
48370,iʕber,111,ʕbr,iʕber yiʕbar
48371,liʕəl,75,lʕ,leʕl-
48372,amelle,3,Ɂmr,amar yīmar
48373,bann,12,btt,batt-
48374,nišwēx,10,šwy,išw/išwi yišw/yišwi
48375,čitberča,3357,tbr,čitberča
48376,zalle,8,Ɂzl,zalle yzelle
48377,hanna,7,hnn,hanna
48378,šbōba,357,šbb,šbōba
48379,ayṯ,19,Ɂṯy,ayṯ(i) yayṯ(i)
48380,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48381,w,1,w,w
48382,ṯōle,11,Ɂṯy,ṯōle yṯēle
48383,leʕle,75,lʕ,leʕl-
48384,amelle,3,Ɂmr,amar yīmar
48385,ukkmil,776,kkl,ukkmil
48386,battax,12,btt,batt-
48388,čaḳəḓ,2839,ḳḓy,aḳəḓ yaḳəḓ
48389,ġarḓa,772,ġrḓ,ġarḓa
48391,ōṯ,27,Ɂyṯ,ōṯ(i)
48392,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48393,ʕappull,221,ʕby,ʕapp yʕapp
48394,lōṯ,14,hw(ḏ),hōḏ(i)
48395,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48396,w,1,w,w
48397,ipḥaš,762,bḥš,ipḥaš yipḥuš
48399,arʕa,128,Ɂrʕ,arʕa
48400,w,1,w,w
48401,ṭaflunna,1286,ṭfl,iṭfal yiṭful
48402,ṯōle,11,Ɂṯy,ṯōle yṯēle
48403,ebre,41,br,ebra
48404,rappa,181,rbb,rabb/rabbi
48405,yakšef,1415,kšf,akšef yakšef
48406,aʕle,4,ʕly,ʕa/ʕal
48407,amelle,3,Ɂmr,amar yīmar
48408,wrāx,108,wr,wrāx
48409,ibri,41,br,ebra
48410,hōṯ,14,hw(ḏ),hōḏ(i)
48411,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48412,ana,18,ɁnɁ,ana
48414,yōmən,26,ywm,yōma
48415,nōb,83,b,ōb/ōbi
48416,šappa,82,špp,šappa
48417,nʕappīlla,221,ʕby,ʕapp yʕapp
48418,ḏahbō,94,ḏhb,ḏahba
48419,lōb,153,lwb,lōb
48420,axətmīčən,400,xtm,axtem yaxtem
48421,nmapplēx,44,Ɂpy,app(i) yapp(i)
48422,lēx,120,l,l-
48423,aṭmaʕ,1508,ṭmʕ,aṭmaʕ yaṭmaʕ
48424,hanna,7,hnn,hanna
48425,zalle,8,Ɂzl,zalle yzelle
48426,amell,3,Ɂmr,amar yīmar
48427,eččṯe,89,Ɂčč,eččṯa
48428,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48429,ṯyillun,11,Ɂṯy,ṯōle yṯēle
48430,maxətmille,400,xtm,axtem yaxtem
48431,ʕayn,145,ʕyny,ʕayn(i) yʕayn(i)
48432,ḥōne,179,ḥ,ḥōna
48433,wasṭanō,1841,wṣṭ,waṣṭōnay
48434,wrāx,108,wr,wrāx
48435,ē,38,Ɂy,ē
48436,mō,23,mɁ,mō
48437,ḳeṣṣṯil,239,ḳṣṣ,ḳeṣṣṯa
48438,ḥūn,179,ḥ,ḥōna
48439,ʕammaxteml,400,xtm,axtem yaxtem
48440,eppay,50,Ɂbw,ōbu
48441,ṯōle,11,Ɂṯy,ṯōle yṯēle
48442,wasṭanō,1841,wṣṭ,waṣṭōnay
48443,laʕl,117,lʕ,laʕ
48444,ōbu,50,Ɂbw,ōbu
48445,ḳōye,15,ḳwm,aḳa(m) yīḳu(m)
48446,mamelle,3,Ɂmr,amar yīmar
48447,xett,45,xtt,xett/xetti
48448,hōṯ,14,hw(ḏ),hōḏ(i)
48449,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48450,nʕappīlla,221,ʕby,ʕapp yʕapp
48451,ḏahba,94,ḏhb,ḏahba
48453,yōmən,26,ywm,yōma
48454,nōb,83,b,ōb/ōbi
48455,šappa,82,špp,šappa
48456,lōb,153,lwb,lōb
48458,axətmīčən,400,xtm,axtem yaxtem
48459,yā,28,y(Ɂ),ya/yā
48460,ibri,41,br,ebra
48461,lēx,120,l,l-
48462,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48463,maxtemle,400,xtm,axtem yaxtem
48464,ḥrēna,85,ḥr,ḥrēna
48465,ʕayn,145,ʕyny,ʕayn(i) yʕayn(i)
48466,ẓʕōrl,170,zʕr,iẓʕur
48467,alkul,820,Ɂlkl,alkul
48468,xett,45,xtt,xett/xetti
48469,ṯōle,11,Ɂṯy,ṯōle yṯēle
48470,leʕle,75,lʕ,leʕl-
48471,yā,28,y(Ɂ),ya/yā
48472,eppay,50,Ɂbw,ōbu
48473,yā,28,y(Ɂ),ya/yā
48474,eppay,50,Ɂbw,ōbu
48475,amelle,3,Ɂmr,amar yīmar
48476,hōṯ,14,hw(ḏ),hōḏ(i)
48477,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48478,ččaffḳōn,481,wfḳ,iččfeḳ yiččfeḳ
48480,baʕḓinxun,98,bʕḓ,baʕḓ-
48481,emḥar,487,Ɂmḥr,emḥar
48482,w,1,w,w
48483,čḳasmilla,648,ḳsm,iḳsam yiḳsum
48484,ʕlayxun,4,ʕly,ʕa/ʕal
48485,lā,16,lɁ,la/lā
48486,ṭawwel,380,ṭwl,ṭawwel yṭawwel
48487,hanna,7,hnn,hanna
48488,ġabrōna,90,ġbr,ġabrōna
48489,w,1,w,w
48490,čwaff,1296,wfy,čwaff yičwaff
48491,ṯōlun,11,Ɂṯy,ṯōle yṯēle
48492,batte,12,btt,batt-
48493,yaffḳunne,173,nfḳ,affeḳ yaffeḳ
48494,lorkaʕ,213,rkʕ,lorkaʕ
48495,lā,16,lɁ,la/lā
48496,hanna,7,hnn,hanna
48497,ṭaššar,210,ṭšr,ṭaššar yṭaššar
48498,w,1,w,w
48499,lā,16,lɁ,la/lā
48500,hanna,7,hnn,hanna
48501,ṭaššar,210,ṭšr,ṭaššar yṭaššar
48502,šbōbe,357,šbb,šbōba
48503,yaḏḏeʕ,126,yḏʕ,iḏəʕ yiḏəʕ
48504,ṯōle,11,Ɂṯy,ṯōle yṯēle
48505,amellon,3,Ɂmr,amar yīmar
48506,zlōn,8,Ɂzl,zalle yzelle
48507,hačxun,719,hčč,hačxun
48508,čuʕnēlxon,761,ʕny,čaʕnēx/čuʕnēx
48509,aḥəḓrōn,495,ḥḓr,aḥḓar yaḥḓar
48510,ažril,1571,Ɂžr,ažra
48511,abūxun,50,Ɂbw,ōbu
48512,w,1,w,w
48513,bess,42,bss,bess/bessi
48514,čiṯyillxun,11,Ɂṯy,ṯōle yṯēle
48515,nmišwēlxon,10,šwy,išw/išwi yišw/yišwi
48516,ḥalla,1205,ḥll,ḥalla
48517,lēla,120,l,l-
48518,zallun,8,Ɂzl,zalle yzelle
48519,ṯōlun,11,Ɂṯy,ṯōle yṯēle
48520,ixčlaf,862,xlf,ixčlaf yixčlaf
48521,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48522,hanna,7,hnn,hanna
48523,mzaʕweḳ,2452,zʕwḳ,zaʕweḳ yzaʕweḳ
48524,w,1,w,w
48525,hanna,7,hnn,hanna
48526,mzaʕweḳ,2452,zʕwḳ,zaʕweḳ yzaʕweḳ
48527,aḥref,542,ḥrf,aḥref
48528,amellon,3,Ɂmr,amar yīmar
48529,zlōn,8,Ɂzl,zalle yzelle
48530,ayṯon,19,Ɂṯy,ayṯ(i) yayṯ(i)
48531,ḳōḓya,389,ḳḓy,ḳōḓya
48532,hū,35,hw,hū
48533,ḳōḓya,389,ḳḓy,ḳōḓya
48534,mafət,1986,fty,afət/afti yafət/yafti
48535,w,1,w,w
48536,exmil,303,Ɂx,exmiḏ/exmil/uxmiḏ/uxmil
48537,mafət,1986,fty,afət/afti yafət/yafti
48538,čšamʕille,182,šmʕ,išmeʕ yišmaʕ
48539,keləmṯa,391,klm,keləmṯa
48540,zallun,8,Ɂzl,zalle yzelle
48541,ayṯull,19,Ɂṯy,ayṯ(i) yayṯ(i)
48542,ḳōḓya,389,ḳḓy,ḳōḓya
48543,amrulle,3,Ɂmr,amar yīmar
48544,abūnaḥ,50,Ɂbw,ōbu
48545,xalleflaḥ,382,xlf,xallef yxallef
48546,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48547,w,1,w,w
48548,malya,651,mly,iməl
48549,ḏahba,94,ḏhb,ḏahba
48550,battax,12,btt,batt-
48551,čḳusmenna,648,ḳsm,iḳsam yiḳsum
48552,ʕlaynaḥ,4,ʕly,ʕa/ʕal
48553,amellon,3,Ɂmr,amar yīmar
48554,ē,38,Ɂy,ē
48555,zalle,8,Ɂzl,zalle yzelle
48556,hanna,7,hnn,hanna
48557,ḳōḓya,389,ḳḓy,ḳōḓya
48558,ayṯ,19,Ɂṯy,ayṯ(i) yayṯ(i)
48559,ṯawblə,661,ṯwb,ṯawba
48560,ḳmōša,436,ḳmš,ḳmōša
48561,w,1,w,w
48562,laffe,576,lff,alaf yilluf
48563,ʕa,4,ʕly,ʕa/ʕal
48564,rayše,70,ryš,rayša
48565,amellon,3,Ɂmr,amar yīmar
48566,xutt,39,xll,xull
48567,ti,9,t,ti
48568,sōḳeṭ,276,sḳṭ,isḳaṭ yisḳaṭ
48570,ḥaṣṣil,115,ḥṣṣ,ḥaṣṣa
48571,lafəṯ,993,lff,laffṯa
48572,līl,120,l,l-
48573,w,1,w,w
48574,ti,9,t,ti
48575,sōḳeṭ,276,sḳṭ,isḳaṭ yisḳaṭ
48577,arʕa,128,Ɂrʕ,arʕa
48578,lēlxon,120,l,l-
48579,ti,9,t,ti
48580,šōṭar,1274,šṭr,šōṭar
48581,yḥawweš,1082,ḥwš,ḥawweš yḥawweš
48582,aḳam,15,ḳwm,aḳa(m) yīḳu(m)
48583,hanna,7,hnn,hanna
48584,ṯōle,11,Ɂṯy,ṯōle yṯēle
48586,erraʕ,127,Ɂrʕ,erraʕ
48588,ōṯ,27,Ɂyṯ,ōṯ(i)
48589,ṯulṯōyṯa,804,ṯlṯ,ṯulṯōyṯa
48590,ʕallḳunna,464,ʕlḳ,ʕalleḳ yʕalleḳ
48592,saḳfa,1266,sḳf,saḳfa
48593,kamšl,365,kmš,ikmaš yikmuš
48594,anna,7,hnn,hanna
48595,ḳīsa,285,ḳys,ḳīsa
48596,w,1,w,w
48597,ṭarḳa,858,ṭrḳ,iṭraḳ yiṭruḳ
48598,w,1,w,w
48599,ynuḥčun,46,nḥč,inḥeč/iḥḥeč yinḥuč/yiḥḥuč
48600,xullun,39,xll,xull
48601,ʕa,4,ʕly,ʕa/ʕal
48602,rayše,70,ryš,rayša
48603,haṯinn,676,hwṯ,haṯinn/haṯinnun
48604,ḥmull,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
48605,lōš,14,hw(ḏ),hōḏ(i)
48606,šawfṯa,1135,šwf,šawfṯa
48607,azaʕ,334,zwʕ,azaʕ yīzuʕ
48609,ḳōḓya,389,ḳḓy,ḳōḓya
48610,išmaṭ,359,šmṭ,išmaṭ yišmuṭ
48611,w,1,w,w
48612,zallun,8,Ɂzl,zalle yzelle
48613,w,1,w,w
48614,ḳōḓya,389,ḳḓy,ḳōḓya
48615,člappak,2959,lbk,člappak yičlappak
48617,baʕḓe,98,bʕḓ,baʕḓ-
48618,zalle,8,Ɂzl,zalle yzelle
48619,ʕ,4,ʕly,ʕa/ʕal
48620,payṯe,29,byṯ,payṯa
48621,ḥetta,32,ḥtt,ḥetta
48622,ytapprell,694,tbr,tappar ytappar
48623,laffṯe,993,lff,laffṯa
48624,rōžaʕ,92,ržʕ,rōžaʕ yrōžaʕ
48625,ižčmaʕ,231,žmʕ,ižčmaʕ yižčmaʕ
48626,ḥunō,179,ḥ,ḥōna
48627,ʕemmil,37,ʕmm,ʕemm-
48628,baʕḓinn,98,bʕḓ,baʕḓ-
48629,ṯōlun,11,Ɂṯy,ṯōle yṯēle
48630,ʕ,4,ʕly,ʕa/ʕal
48631,payṯa,29,byṯ,payṯa
48632,batte,12,btt,batt-
48633,yiḥi,96,[NA],[sic]
48634,abūhun,50,Ɂbw,ōbu
48635,mō,23,mɁ,mō
48636,xalleflon,382,xlf,xallef yxallef
48637,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48638,mnakšin,2174,nkš,nakkeš ynakkeš
48639,willa,49,wll,willa/walla
48640,iščaḥ,67,ščḥy,iščaḥ yiščaḥ
48641,semla,1015,sml,semla
48642,hanna,7,hnn,hanna
48643,nōġpin,255,nġb,inġab yinġub
48644,bē,71,byṯ,bē
48645,waybin,54,b,wōb
48646,začečle,483,zčč,azač yizzuč
48647,ʕ,4,ʕly,ʕa/ʕal
48648,ʕakkarō,288,ʕkr,ʕakkōra
48649,w,1,w,w
48650,sōleḳ,58,slḳ,isleḳ yislaḳ
48651,nōġeb,255,nġb,inġab yinġub
48652,w,1,w,w
48653,ḳeṭṭa,354,ḳṭṭ,ḳeṭṭa
48654,w,1,w,w
48655,mtawtfa,1834,twtf,mtawtfa
48656,aḳam,15,ḳwm,aḳa(m) yīḳu(m)
48657,rappa,181,rbb,rabb/rabbi
48658,amellon,3,Ɂmr,amar yīmar
48659,ana,18,ɁnɁ,ana
48660,mann,12,btt,batt-
48661,nšuḳlell,43,škl,išḳal yišḳul
48662,lanna,48,hnn,lanna
48663,mtawtfa,1834,twtf,mtawtfa
48664,w,1,w,w
48665,nzinn,8,Ɂzl,zalle yzelle
48666,nintar,193,twr,intar yintar
48667,w,1,w,w
48668,wasṭanō,1841,wṣṭ,waṣṭōnay
48669,šaḳlil,43,škl,išḳal yišḳul
48670,ḳeṭṭa,354,ḳṭṭ,ḳeṭṭa
48671,w,1,w,w
48672,əẓʕōra,170,zʕr,iẓʕur
48673,šaḳlis,43,škl,išḳal yišḳul
48674,semla,1015,sml,semla
48675,zalle,8,Ɂzl,zalle yzelle
48676,hanna,7,hnn,hanna
48677,rappa,181,rbb,rabb/rabbi
48678,ʕa,4,ʕly,ʕa/ʕal
48679,ġayrlə,95,ġyr,ġayr/ġēr
48680,blōta,36,blt,blōta
48681,iḥəm,31,ḥmy,iḥəm/iḥmi yiḥəm/yiḥmi/yiḥ(i)/yīḥ
48682,maščūṯa,330,ščy,maščūṯa
48683,ḳattem,451,ḳtm,ḳattem yḳattem
48684,w,1,w,w
48685,iṯḳen,17,ṯḳn,iṯḳen yiṯḳan
48686,tōḳeḳ,169,tḳḳ,ataḳ yittuḳ
48688,anna,7,hnn,hanna
48689,mtawtfa,1834,twtf,mtawtfa
48690,w,1,w,w
